Player,Year,Draft_Pick,Ht_No_Shoes,Ht_Shoes,Wingspan,Standing_reach,Max_Vert,Max_Vert_Reach,No_Step_Vert,No_Step_Vert_Reach,Weight,Body_Fat,Hand_Length,Hang_Width,Bench,Agility,Sprint,Player_Link,DX_Player_ID
"
						
							Raymar Morgan
						
					",2010,-,"6'7""",-,"6'10""","8'8 ½""",-,-,-,-,223,-,-,-,-,-,-,/profile/Raymar-Morgan-1139/,Raymar-Morgan-1139
"
						
							Deon Thompson
						
					",2010,-,"6'7""",-,"7'2 ½""","8'11 ¼""",-,-,-,-,250,-,-,-,-,-,-,/profile/Deon-Thompson-1315/,Deon-Thompson-1315
"
						
							Devin Ebanks
						
					",2010,43,"6'7""","6'8 ¼""","7'0 ¼""","8'11 ½""","32""","11'7 ½""","23.5""","10'11""",208,7.9,"8.25""","9""",6,11.69,3.44,/profile/Devin-Ebanks-1112/,Devin-Ebanks-1112
"
						
							Alfred Aboya
						
					",2009,-,"6'7""","6'8""","7'1""",-,-,-,-,-,240,-,-,-,-,-,-,/profile/Alfred-Aboya-5683/,Alfred-Aboya-5683
"
						
							Jon Brockman
						
					",2009,38,"6'7""","6'8""","6'7 ¾""",-,-,-,-,-,252,-,-,-,-,-,-,/profile/Jon-Brockman-1168/,Jon-Brockman-1168
"
						
							Taylor Griffin
						
					",2009,48,"6'7""","6'8""","6'10 ½""",-,-,-,-,-,231,-,-,-,-,-,-,/profile/Taylor-Griffin-5704/,Taylor-Griffin-5704
"
						
							Will Coleman
						
					",2011,-,"6'7""",-,"7'1 ½""","8'10 ¾""",-,-,"31.5""","11'6 ¼""",241,-,-,-,-,11.7,3.16,/profile/Will-Coleman-5788/,Will-Coleman-5788
"
						
							Delvon Johnson
						
					",2011,-,"6'7""",-,"7'3""","8'11""",-,-,"28""","11'3""",232,-,-,-,-,12.12,3.32,/profile/Delvon-Johnson-6346/,Delvon-Johnson-6346
"
						
							Tracy Smith
						
					",2011,-,"6'7""",-,"6'9 ½""","8'8 ¾""",-,-,"28.5""","11'1 ¼""",251,-,-,-,-,12.69,3.37,/profile/Tracy-Smith-6334/,Tracy-Smith-6334
"
						
							Jerai Grant
						
					",2011,-,"6'7""","6'8""","7'0 ½""","8'9 ½""","37""","11'10 ½""","32.5""","11'6""",219,4.3,"10""",-,-,-,4.04,/profile/Jerai-Grant-5523/,Jerai-Grant-5523
"
						
							Marcus Morris
						
					",2011,14,"6'7""","6'8 ¾""","6'10""","8'9 ½""","33""","11'6 ½""","29""","11'2 ½""",230,8,"8.25""","8.5""",11,-,3.15,/profile/Marcus-Morris-5178/,Marcus-Morris-5178
"
						
							C.J. Barksdale
						
					",2010,-,"6'7""",-,"6'11""","8'8""",-,-,-,-,214,-,-,-,-,-,-,/profile/C.J.-Barksdale-42109/,C.J.-Barksdale-42109
"
						
							Robert Carter
						
					",2010,-,"6'7""",-,"7'2""","8'10 ½""",-,-,-,-,245,-,-,-,-,-,-,/profile/Robert-Carter-6287/,Robert-Carter-6287
"
						
							DeAndre Daniels
						
					",2010,37,"6'7""",-,"7'1""",-,-,-,-,-,193,-,-,-,-,-,-,/profile/DeAndre-Daniels-6256/,DeAndre-Daniels-6256
"
						
							Perry Ellis
						
					",2010,-,"6'7""",-,"6'10""","8'7""",-,-,-,-,211,-,-,-,-,-,-,/profile/Perry-Ellis-6288/,Perry-Ellis-6288
"
						
							Rodney Hood
						
					",2010,23,"6'7""",-,"6'8""","8'8""",-,-,-,-,187,-,-,-,-,-,-,/profile/Rodney-Hood-5723/,Rodney-Hood-5723
"
						
							Amile Jefferson
						
					",2010,-,"6'7""",-,"7'0""","8'5""",-,-,-,-,185,-,-,-,-,-,-,/profile/Amile-Jefferson-6271/,Amile-Jefferson-6271
"
						
							Julian Royal
						
					",2010,-,"6'7""",-,"7'0""","8'8""",-,-,-,-,225,-,-,-,-,-,-,/profile/Julian-Royal-41295/,Julian-Royal-41295
"
						
							Shaq Thomas
						
					",2010,-,"6'7""",-,"6'9""","8'5""",-,-,-,-,176,-,-,-,-,-,-,/profile/Shaq-Thomas-42354/,Shaq-Thomas-42354
"
						
							Tony Parker (GA)
						
					",2012,-,"6'7""","6'9""","7'1""","9'0""",-,-,-,-,273,-,-,-,-,-,-,/profile/Tony-Parker-%28GA%29-6136/,Tony-Parker-%28GA%29-6136
"
						
							Julian Mavunga
						
					",2012,-,"6'7""",-,"7'1 ½""",-,-,-,"27.8""","2'2 ¾""",254,-,-,-,-,11.89,3.53,/profile/Julian-Mavunga-18821/,Julian-Mavunga-18821
"
						
							Herb Pope
						
					",2012,-,"6'7""",-,"7'0""",-,-,-,"28.3""","2'3 ¼""",261,-,-,-,-,11.16,3.43,/profile/Herb-Pope-1244/,Herb-Pope-1244
"
						
							Ricardo Ratliffe
						
					",2012,-,"6'7""",-,"7'0 ½""",-,-,-,"29.8""","2'4 ¾""",244,-,-,-,-,12.38,3.51,/profile/Ricardo-Ratliffe-18687/,Ricardo-Ratliffe-18687
"
						
							Chace Stanback
						
					",2012,-,"6'7""",-,"6'6 ½""",-,-,-,"26.8""","2'1 ¾""",208,-,-,-,-,11,3.28,/profile/Chace-Stanback-6331/,Chace-Stanback-6331
"
						
							Harrison Barnes
						
					",2012,7,"6'7""","6'8""","6'11 ¼""","8'5 ½""","39.5""","11'9""","38""","11'7 ½""",228,9.6,"9""","8.5""",15,10.93,3.16,/profile/Harrison-Barnes-5705/,Harrison-Barnes-5705
"
						
							Royce White
						
					",2012,16,"6'7""","6'8""","7'0""","8'8 ½""",-,-,-,-,261,10.6,"9.5""","11.5""",-,-,-,/profile/Royce-White-41371/,Royce-White-41371
"
						
							Dan Oppland
						
					",2006,-,"6'7""","6'7 ½""","6'8""",-,-,-,-,-,231,-,-,-,-,-,-,/profile/Dan-Oppland-28916/,Dan-Oppland-28916
"
						
							Greg Brunner
						
					",2006,-,"6'7""","6'8""","6'10 ½""",-,-,-,-,-,257,-,-,-,-,-,-,/profile/Greg-Brunner-5196/,Greg-Brunner-5196
"
						
							John Bowler
						
					",2006,-,"6'7""","6'8 ¼""","6'10 ½""",-,-,-,-,-,264,-,-,-,-,-,-,/profile/John-Bowler-28437/,John-Bowler-28437
"
						
							Anthony King
						
					",2008,-,"6'7""","6'9 ¾""","7'3 ½""",-,-,-,-,-,238,-,-,-,-,-,-,/profile/Anthony-King-518/,Anthony-King-518
"
						
							Valdas Vasylius
						
					",2007,-,"6'7""","6'7 ¼""","6'7 ¼""",-,-,-,-,-,215,-,-,-,-,-,-,/profile/Valdas-Vasylius-26205/,Valdas-Vasylius-26205
"
						
							Alan Wiggins
						
					",2007,-,"6'7""","6'8""","6'10""",-,-,-,-,-,234,-,-,-,-,-,-,/profile/Alan-Wiggins-Jr-189/,Alan-Wiggins-Jr-189
"
						
							Slava Kravtsov
						
					",2009,-,"6'7""","6'8""","7'2 ½""","9'3""","37""","12'4""","31""","11'10""",235,-,-,-,-,-,3.58,/profile/Slava-Kravtsov-5044/,Slava-Kravtsov-5044
"
						
							O.D. Anosike
						
					",2013,-,"6'7""",-,"7'3 ½""","9'0""",-,-,-,-,243,-,-,-,-,-,-,/profile/O.D.-Anosike-17406/,O.D.-Anosike-17406
"
						
							James Southerland
						
					",2013,-,"6'7""","6'8""","7'1""","8'10""","32""","11'6""","29""","11'3""",221,8.1,"8""","9.5""",5,10.9,3.38,/profile/James-Southerland-17060/,James-Southerland-17060
"
						
							Thomas Bryant
						
					",2012,42,"6'7""","6'8 ½""","7'4""","9'1""",-,-,-,-,212,-,-,-,-,-,-,/profile/Thomas-Bryant-7231/,Thomas-Bryant-7231
"
						
							T.J. Leaf
						
					",2013,18,"6'7""","6'8""","6'8 ¼""","8'7 ½""",-,-,-,-,198,-,-,-,-,-,-,/profile/T.J.-Leaf-7242/,T.J.-Leaf-7242
"
						
							Viktor Gaddefors
						
					",2013,-,"6'7""","6'8""","6'8""","8'8""","29""","11'1""","26""","10'10""",216,-,-,-,-,11.18,3.42,/profile/Viktor-Gaddefors-6354/,Viktor-Gaddefors-6354
"
						
							Vladislav Trushkin
						
					",2013,-,"6'7""","6'8""","7'1""","8'9 ½""","28""","11'1 ½""","25""","10'10 ½""",234,-,-,-,-,11.59,3.4,/profile/Vladislav-Trushkin-6171/,Vladislav-Trushkin-6171
"
						
							Adin Vrabac
						
					",2013,-,"6'7""","6'8""","6'9 ¾""","8'9""","29""","11'2""","26""","10'11""",198,-,-,-,-,10.64,3.44,/profile/Adin-Vrabac-47271/,Adin-Vrabac-47271
"
						
							Shaq Goodwin
						
					",2013,-,"6'7""","6'8""","7'2""","8'10""",-,-,-,-,229,-,-,-,-,-,-,/profile/Shaq-Goodwin-6434/,Shaq-Goodwin-6434
"
						
							Carlton Bragg
						
					",2013,-,"6'7""",-,"6'9""",-,-,-,-,-,206,-,-,-,-,-,-,/profile/Carlton-Bragg-7261/,Carlton-Bragg-7261
"
						
							Moustapha Diagne
						
					",2013,-,"6'7""",-,"7'0""",-,-,-,-,-,228,-,-,-,-,-,-,/profile/Moustapha-Diagne-7267/,Moustapha-Diagne-7267
"
						
							Dedric Lawson
						
					",2013,-,"6'7""",-,"7'1""",-,-,-,-,-,202,-,-,-,-,-,-,/profile/Dedric-Lawson-7270/,Dedric-Lawson-7270
"
						
							D.J. Hogg
						
					",2013,-,"6'7""",-,"6'5""",-,-,-,-,-,191,-,-,-,-,-,-,/profile/D.J.-Hogg-71564/,D.J.-Hogg-71564
"
						
							Samir Sehic
						
					",2013,-,"6'7""",-,"6'10""",-,-,-,-,-,256,-,-,-,-,-,-,/profile/Samir-Sehic-71568/,Samir-Sehic-71568
"
						
							Caleb Swanigan
						
					",2013,26,"6'7""",-,"7'3""",-,-,-,-,-,231,-,-,-,-,-,-,/profile/Caleb-Swanigan-71578/,Caleb-Swanigan-71578
"
						
							Alex Owens
						
					",2013,-,"6'7""",-,"7'2""",-,-,-,-,-,251,-,-,-,-,-,-,/profile/Alex-Owens-71589/,Alex-Owens-71589
"
						
							Aaron Falzon
						
					",2013,-,"6'7""",-,"6'6""",-,-,-,-,-,222,-,-,-,-,-,-,/profile/Aaron-Falzon-71693/,Aaron-Falzon-71693
"
						
							Luke Maye
						
					",2013,-,"6'7""",-,"6'6""",-,-,-,-,-,229,-,-,-,-,-,-,/profile/Luke-Maye-71796/,Luke-Maye-71796
"
						
							Evan Boudreaux
						
					",2013,-,"6'7""",-,"6'6""",-,-,-,-,-,221,-,-,-,-,-,-,/profile/Evan-Boudreaux-76408/,Evan-Boudreaux-76408
"
						
							Myles Carter
						
					",2013,-,"6'7""",-,"7'2""",-,-,-,-,-,210,-,-,-,-,-,-,/profile/Myles-Carter-76412/,Myles-Carter-76412
"
						
							John Collins
						
					",2013,19,"6'7""",-,"6'8""",-,-,-,-,-,218,-,-,-,-,-,-,/profile/John-Collins-76415/,John-Collins-76415
"
						
							Shawntrez Davis
						
					",2013,-,"6'7""",-,"6'10""",-,-,-,-,-,202,-,-,-,-,-,-,/profile/Shawntrez-Davis-76417/,Shawntrez-Davis-76417
"
						
							Vance Jackson
						
					",2013,-,"6'7""",-,"6'8""",-,-,-,-,-,198,-,-,-,-,-,-,/profile/Vance-Jackson-76433/,Vance-Jackson-76433
"
						
							Isaiah Armwood
						
					",2014,-,"6'7""",-,"6'10""","8'10""",-,-,"28.5""","11'2 ½""",200,-,-,-,-,10.97,3.31,/profile/Isaiah-Armwood-5028/,Isaiah-Armwood-5028
"
						
							Josh Davis
						
					",2014,-,"6'7""",-,"6'11 ¼""","8'9 ½""",-,-,"31.5""","11'5""",216,-,-,-,-,11.5,3.24,/profile/Josh-Davis-20861/,Josh-Davis-20861
"
						
							Shawn Jones
						
					",2014,-,"6'7""",-,"7'3 ½""","8'10""",-,-,"33.5""","11'7 ½""",233,-,-,-,-,12.4,3.34,/profile/Shawn-Jones-18771/,Shawn-Jones-18771
"
						
							Ronald Roberts
						
					",2014,-,"6'7""",-,"7'0 ½""","8'9 ½""",-,-,"33.5""","11'7""",211,-,-,-,-,12.63,3.29,/profile/Ronald-Roberts-17605/,Ronald-Roberts-17605
"
						
							Tyler Stone
						
					",2014,-,"6'7""",-,"7'2 ½""","8'9 ½""",-,-,"28.5""","11'2""",230,-,-,-,-,11.04,3.39,/profile/Tyler-Stone-21730/,Tyler-Stone-21730
"
						
							T.J. Warren
						
					",2014,14,"6'7""","6'8 ¼""","6'10 ¼""","8'8""","35.5""","11'7 ½""","27""","10'11""",220,8,"8.75""","9""",-,11.1,3.26,/profile/T.J.-Warren-6436/,T.J.-Warren-6436
"
						
							Devon Collier
						
					",2014,-,"6'7""","6'7 ½""","7'0 ¼""","8'11""","28.5""","11'3 ½""","25.5""","11'0 ½""",233,11.3,"9""","9.25""",8,11.82,3.28,/profile/Devon-Collier-5757/,Devon-Collier-5757
"
						
							Javon McCrea
						
					",2014,-,"6'7""","6'8""","7'3""","8'11""","32""","11'7""","28""","11'3""",250,7.7,"9.5""","10""",12,11.87,3.39,/profile/Javon-McCrea-6509/,Javon-McCrea-6509
"
						
							Talib Zanna
						
					",2014,-,"6'7""","6'9""","7'0 ½""","8'10""",-,-,-,-,232,4.3,"10""","10.75""",-,-,-,/profile/Talib-Zanna-6327/,Talib-Zanna-6327
"
						
							Berkay Candan
						
					",2014,-,"6'7""","6'8 ¼""","6'10""","8'11""","24.5""","10'11 ½""","21.5""","10'8 ½""",211,-,-,-,-,11.93,3.52,/profile/Berkay-Candan-6418/,Berkay-Candan-6418
"
						
							Orlando Sanchez
						
					",2014,-,"6'7""","6'8""","6'11 ¼""","8'10 ½""","27""","11'1 ½""","30.5""","11'5""",211,-,-,-,-,11.89,3.24,/profile/Orlando-Sanchez-46096/,Orlando-Sanchez-46096
"
						
							Isaiah Stokes
						
					",2014,-,"6'7""",-,"6'9""",-,-,-,-,-,273,-,-,-,-,-,-,/profile/Isaiah-Stokes-83147/,Isaiah-Stokes-83147
"
						
							Tomas Murphy
						
					",2014,-,"6'7""",-,"6'10""",-,-,-,-,-,210,-,-,-,-,-,-,/profile/Tomas-Murphy-83151/,Tomas-Murphy-83151
"
						
							Brachen Hazen
						
					",2014,-,"6'7""",-,"6'6""",-,-,-,-,-,191,-,-,-,-,-,-,/profile/Brachen-Hazen-83157/,Brachen-Hazen-83157
"
						
							Eric Curry
						
					",2014,-,"6'7""",-,"6'10""",-,-,-,-,-,193,-,-,-,-,-,-,/profile/Eric-Curry-83162/,Eric-Curry-83162
"
						
							Cody Riley
						
					",2014,-,"6'7""",-,"6'11""",-,-,-,-,-,242,-,-,-,-,-,-,/profile/Cody-Riley-81928/,Cody-Riley-81928
"
						
							Kaleb Wesson
						
					",2014,-,"6'7""",-,"7'1""",-,-,-,-,-,279,-,-,-,-,-,-,/profile/Kaleb-Wesson-83164/,Kaleb-Wesson-83164
"
						
							Dwayne Morgan
						
					",2014,-,"6'7""",-,"7'0""",-,-,-,-,-,206,-,-,-,-,-,-,/profile/Dwayne-Morgan-7195/,Dwayne-Morgan-7195
"
						
							Jarred Vanderbilt
						
					",2014,-,"6'7""","6'8""","6'11""","8'10""",-,-,-,-,192,-,-,-,-,-,-,/profile/Jarred-Vanderbilt-7301/,Jarred-Vanderbilt-7301
"
						
							Akoy Agau
						
					",2012,-,"6'7""",-,"7'2 ¼""","9'0""",-,-,-,-,237,-,-,-,-,-,-,/profile/Akoy-Agau-70459/,Akoy-Agau-70459
"
						
							Kentrall Brooks
						
					",2012,-,"6'7""",-,"7'4 ¼""","9'0""",-,-,-,-,172,-,-,-,-,-,-,/profile/Kentrall-Brooks-70078/,Kentrall-Brooks-70078
"
						
							Dennis Lawton
						
					",2012,-,"6'7""",-,"6'8 ¾""","8'7 ½""",-,-,-,-,278,-,-,-,-,-,-,/profile/Dennis-Lawton-88119/,Dennis-Lawton-88119
"
						
							Austin Nichols
						
					",2012,-,"6'7""",-,"7'2 ¼""","9'0""",-,-,-,-,201,-,-,-,-,-,-,/profile/Austin-Nichols-7166/,Austin-Nichols-7166
"
						
							Tyler Roberson
						
					",2012,-,"6'7""",-,"7'2""","8'11""",-,-,-,-,200,-,-,-,-,-,-,/profile/Tyler-Roberson-7075/,Tyler-Roberson-7075
"
						
							Darion Atkins
						
					",2015,-,"6'7""",-,"7'2""","8'11 ½""",-,-,"30""","11'5 ½""",240,-,-,-,-,12.03,3.46,/profile/Darion-Atkins-42108/,Darion-Atkins-42108
"
						
							David Laury
						
					",2015,-,"6'7""",-,"6'11 ½""","8'10""",-,-,"24.5""","10'10 ½""",250,-,-,-,-,12.5,3.48,/profile/David-Laury-68581/,David-Laury-68581
"
						
							Jordan Mickey
						
					",2015,33,"6'7""","6'8 ¼""","7'3 ¼""","8'10""","37.5""","11'11 ½""","33""","11'7""",238,7.2,"8.75""","9.5""",9,11.8,3.28,/profile/Jordan-Mickey-7104/,Jordan-Mickey-7104
"
						
							Gilvydas Biruta
						
					",2015,-,"6'7""","6'8""","6'9 ¼""","8'6""","33""","11'3""","29""","10'11""",238,-,-,-,-,11.95,3.38,/profile/Gilvydas-Biruta-6213/,Gilvydas-Biruta-6213
"
						
							Isaac Fotu
						
					",2015,-,"6'7""","6'8""","6'11""","8'8 ½""","31""","11'3 ½""","25.5""","10'10""",222,-,-,-,-,11.73,3.57,/profile/Isaac-Fotu-65683/,Isaac-Fotu-65683
"
						
							Itay Segev
						
					",2015,-,"6'7""","6'8""","7'1""","8'10""","32.5""","11'6 ½""","29.5""","11'3 ½""",215,-,-,-,-,11.79,3.25,/profile/Itay-Segev-46626/,Itay-Segev-46626
"
						
							Nemanja Krstic
						
					",2015,-,"6'7""","6'8""","6'9 ½""","8'8 ½""","32.5""","11'5""","28.5""","11'1""",196,-,-,-,-,11.4,3.32,/profile/Nemanja-Krstic-40460/,Nemanja-Krstic-40460
"
						
							Brekkott Chapman
						
					",2015,-,"6'7""","6'8 ¼""","6'10 ½""","8'9 ¼""",-,-,-,-,202,-,-,-,-,-,-,/profile/Brekkott-Chapman-7252/,Brekkott-Chapman-7252
"
						
							Dhamir Cosby-Roundtree
						
					",2015,-,"6'7""",-,"7'0""",-,-,-,-,-,200,-,-,-,-,-,-,/profile/Dhamir-Cosby-Roundtree-91215/,Dhamir-Cosby-Roundtree-91215
"
						
							Ethan Chargois
						
					",2015,-,"6'7""",-,"6'10""",-,-,-,-,-,239,-,-,-,-,-,-,/profile/Ethan-Chargois-89972/,Ethan-Chargois-89972
"
						
							Garrison Brooks
						
					",2015,-,"6'7""",-,"7'0""",-,-,-,-,-,207,-,-,-,-,-,-,/profile/Garrison-Brooks-89933/,Garrison-Brooks-89933
"
						
							Gregory Eboigbodin
						
					",2015,-,"6'7""",-,"7'2""",-,-,-,-,-,203,-,-,-,-,-,-,/profile/Gregory-Eboigbodin-89920/,Gregory-Eboigbodin-89920
"
						
							Jalen Smith
						
					",2015,-,"6'7""",-,"7'0""",-,-,-,-,-,178,-,-,-,-,-,-,/profile/Jalen-Smith-91250/,Jalen-Smith-91250
"
						
							Keyshawn Feazell
						
					",2015,-,"6'7""",-,"7'1""",-,-,-,-,-,210,-,-,-,-,-,-,/profile/Keyshawn-Feazell-90141/,Keyshawn-Feazell-90141
"
						
							Kris Wilkes
						
					",2015,-,"6'7""",-,"6'9""",-,-,-,-,-,-,-,-,-,-,-,-,/profile/Kris-Wilkes-90692/,Kris-Wilkes-90692
"
						
							Royce Hamm
						
					",2015,-,"6'7""",-,"6'9 ½""",-,-,-,-,-,214,-,-,-,-,-,-,/profile/Royce-Hamm-89997/,Royce-Hamm-89997
"
						
							Russell Barlow
						
					",2015,-,"6'7""",-,"6'11""",-,-,-,-,-,215,-,-,-,-,-,-,/profile/Russell-Barlow-91222/,Russell-Barlow-91222
"
						
							Shareef O'Neal
						
					",2015,-,"6'7""",-,"6'10""",-,-,-,-,-,186,-,-,-,-,-,-,/profile/Shareef-O-Neal-91221/,Shareef-O-Neal-91221
"
						
							Silvio De Sousa
						
					",2015,-,"6'7""",-,"6'9""",-,-,-,-,-,220,-,-,-,-,-,-,/profile/Silvio-De-Sousa-75137/,Silvio-De-Sousa-75137
"
						
							Solomon Uyaelunmo
						
					",2015,-,"6'7""",-,"6'10""",-,-,-,-,-,215,-,-,-,-,-,-,/profile/Solomon-Uyaelunmo-91220/,Solomon-Uyaelunmo-91220
"
						
							Tristan Clark
						
					",2015,-,"6'7""",-,"6'10 ½""",-,-,-,-,-,222,-,-,-,-,-,-,/profile/Tristan-Clark-90195/,Tristan-Clark-90195
"
						
							Tyler Polley
						
					",2015,-,"6'7""",-,"6'10""",-,-,-,-,-,178,-,-,-,-,-,-,/profile/Tyler-Polley-91217/,Tyler-Polley-91217
"
						
							Tim Harrison
						
					",2015,-,"6'7""",-,"6'11 ½""","8'10""","30""","11'4""","25.5""","10'11 ½""",204,-,-,-,-,11.73,3.64,/profile/Tim-Harrison-90906/,Tim-Harrison-90906
"
						
							Donovan Mitchell
						
					",2015,-,"6'7""",-,"7'4""","8'9""","29""","11'2""","26.5""","10'11 ½""",192,-,-,-,-,12.9,3.51,/profile/Donovan-Mitchell-90237/,Donovan-Mitchell-90237
"
						
							Rayshaun Hammonds
						
					",2015,-,"6'7""",-,"6'11""","8'9 ½""","28.5""","11'2""","23.5""","10'9""",204,-,-,-,-,11.66,3.47,/profile/Rayshaun-Hammonds-90606/,Rayshaun-Hammonds-90606
"
						
							Bul Ajang
						
					",2015,-,"6'7""",-,"7'0 ½""","9'1 ½""","26.5""","11'4""","20.5""","10'10""",216,-,-,-,-,13.29,3.58,/profile/Bul-Ajang-92240/,Bul-Ajang-92240
"
						
							Cameron Krutwig
						
					",2015,-,"6'7""",-,"6'10 ½""","8'11""","24""","10'11""","19.5""","10'6 ½""",265,-,-,-,-,13.71,3.79,/profile/Cameron-Krutwig-90640/,Cameron-Krutwig-90640
"
						
							Ricardo Gathers
						
					",2015,-,"6'7""","6'9 ½""","6'11""","8'9 ½""",-,-,-,-,273,-,-,-,-,-,-,/profile/Ricardo-Gathers-6277/,Ricardo-Gathers-6277
"
						
							Brandon Eddlestone
						
					",2015,-,"6'7""","6'8""","6'4 ½""","8'6""",-,-,-,-,254,18,"8.5""","9""",-,11.36,3.01,/profile/Brandon-Eddlestone-78285/,Brandon-Eddlestone-78285
"
						
							Chris Horton
						
					",2016,-,"6'7""","6'8""","7'2""","9'0""",-,-,"28""","11'4""",225,-,-,-,-,12.08,3.43,/profile/Chris-Horton-65522/,Chris-Horton-65522
"
						
							Isaiah Miles
						
					",2016,-,"6'7""","6'8""","6'9 ½""","8'9 ½""",-,-,"24""","10'9 ½""",218,-,-,-,-,11.99,3.46,/profile/Isaiah-Miles-65939/,Isaiah-Miles-65939
"
						
							Jameel Warney
						
					",2016,-,"6'7""","6'8""","7'1""","8'11 ½""",-,-,"25.5""","11'1""",259,-,-,-,-,11.43,3.34,/profile/Jameel-Warney-65615/,Jameel-Warney-65615
"
						
							Kammeon Holsey
						
					",2016,-,"6'7""","6'8""","6'11""","8'9""","29.5""","11'2 ½""","28""","11'1""",224,-,-,-,-,12.58,3.51,/profile/Kammeon-Holsey-19805/,Kammeon-Holsey-19805
"
						
							Justin Jackson
						
					",2016,15,"6'7""","6'8 ¼""","6'10 ¾""","8'7 ½""","34.5""","11'6""","29.5""","11'1""",193,7.6,"8.75""","8.75""",-,11.32,3.26,/profile/Justin-Jackson-7083/,Justin-Jackson-7083
"
						
							Vlatko Cancar
						
					",2016,49,"6'7""","6'8""","6'11""","9'0""","29""","11'5""","24.5""","11'0 ½""",210,-,-,-,-,11.13,3.44,/profile/Vlatko-Cancar-73505/,Vlatko-Cancar-73505
"
						
							Verners Kohs
						
					",2016,-,"6'7""","6'8""","6'10""","8'9 ½""","27.5""","11'1""","21""","10'6 ½""",205,-,-,-,-,11.07,3.57,/profile/Verners-Kohs-73383/,Verners-Kohs-73383
"
						
							Petar Rakicevic
						
					",2016,-,"6'7""","6'8""","6'9""","8'8""","28""","11'0""","24""","10'8""",178,-,-,-,-,12.7,3.46,/profile/Petar-Rakicevic-85722/,Petar-Rakicevic-85722
"
						
							Darius Bazley
						
					",2016,-,"6'7""",-,"6'10""",-,-,-,-,-,179,-,-,-,-,-,-,/profile/Darius-Bazley-98891/,Darius-Bazley-98891
"
						
							Cole Swider
						
					",2016,-,"6'7""",-,"6'8""",-,-,-,-,-,203,-,-,-,-,-,-,/profile/Cole-Swider-98525/,Cole-Swider-98525
"
						
							Joey Hauser
						
					",2016,-,"6'7""",-,"6'6""",-,-,-,-,-,207,-,-,-,-,-,-,/profile/Joey-Hauser-93835/,Joey-Hauser-93835
"
						
							EJ Jarvis
						
					",2016,-,"6'7""",-,"6'10""",-,-,-,-,-,212,-,-,-,-,-,-,/profile/EJ-Jarvis-98882/,EJ-Jarvis-98882
"
						
							DJ Burns
						
					",2016,-,"6'7""",-,"6'9""",-,-,-,-,-,257,-,-,-,-,-,-,/profile/DJ-Burns-98874/,DJ-Burns-98874
"
						
							Arashma Parks
						
					",2016,-,"6'7""",-,"6'11""",-,-,-,-,-,232,-,-,-,-,-,-,/profile/Arashma-Parks-98873/,Arashma-Parks-98873
"
						
							Maxwell Lorca-Lloyd
						
					",2016,-,"6'7""",-,"7'0""",-,-,-,-,-,194,-,-,-,-,-,-,/profile/Maxwell-Lorca-Lloyd-98694/,Maxwell-Lorca-Lloyd-98694
"
						
							Matthew Mayer
						
					",2016,-,"6'7""",-,"6'9""",-,-,-,-,-,200,-,-,-,-,-,-,/profile/Matthew-Mayer-98379/,Matthew-Mayer-98379
"
						
							Thomas Kithier
						
					",2016,-,"6'7""",-,"6'7""",-,-,-,-,-,220,-,-,-,-,-,-,/profile/Thomas-Kithier-98646/,Thomas-Kithier-98646
"
						
							Marcus Littles
						
					",2016,-,"6'7""",-,"7'1""",-,-,-,-,-,258,-,-,-,-,-,-,/profile/Marcus-Littles-91573/,Marcus-Littles-91573
"
						
							Daniel Oturu
						
					",2016,-,"6'7""",-,"7'2""",-,-,-,-,-,205,-,-,-,-,-,-,/profile/Daniel-Oturu-98483/,Daniel-Oturu-98483
"
						
							Babatunde Akingbola
						
					",2016,-,"6'7""",-,"7'4""",-,-,-,-,-,211,-,-,-,-,-,-,/profile/Babatunde-Akingbola-98858/,Babatunde-Akingbola-98858
"
						
							Antwan January
						
					",2016,-,"6'7""",-,"7'1""",-,-,-,-,-,250,-,-,-,-,-,-,/profile/Antwan-January-93779/,Antwan-January-93779
"
						
							Elijah Hutchins-Everett
						
					",2016,-,"6'7""","6'8""","6'11 ½""",-,-,-,-,-,225,-,-,-,-,-,-,/profile/Elijah-Hutchins-Everett-102160/,Elijah-Hutchins-Everett-102160
"
						
							Marc Loving
						
					",2017,-,"6'7""","6'8""","7'2""","8'8""",-,-,"30.5""","11'2 ½""",209,-,-,-,-,11.46,3.51,/profile/Marc-Loving-7084/,Marc-Loving-7084
"
						
							Jalen Moore
						
					",2017,-,"6'7""","6'8""","6'11""","8'7 ½""",-,-,"33.5""","11'5""",216,-,-,-,-,11.26,3.28,/profile/Jalen-Moore-77892/,Jalen-Moore-77892
"
						
							Sebastian Saiz
						
					",2017,-,"6'7""","6'8""","7'5 ½""","9'0""",-,-,"26""","11'2""",245,-,-,-,-,11.04,3.51,/profile/Sebastian-Saiz-62432/,Sebastian-Saiz-62432
"
						
							JaCorey Williams
						
					",2017,-,"6'7""","6'8""","7'0""","8'9 ½""",-,-,"28""","11'1 ½""",216,-,-,-,-,11.06,3.38,/profile/JaCorey-Williams-59336/,JaCorey-Williams-59336
"
						
							Jordan Bell
						
					",2017,38,"6'7""","6'8 ½""","6'11 ¾""","8'8 ½""","38""","11'10 ½""","31.5""","11'4""",224,5.4,"9.25""","9.5""",-,10.63,3.21,/profile/Jordan-Bell-70316/,Jordan-Bell-70316
